"","none","deterministic truncation","adaptive truncation","isotonic regression","Platt","direct"
"bias",0.1739198557205,0.244428489288904,0.17448353190136,0.0351097535577505,0.0873710421414061,0.20554067236192
"RMSE",0.21664279118384,0.262156524764679,0.216713782302214,0.177173823494222,0.141557100620477,0.236798449930085
"ENoRMSE",1.7248561770627,2.08722523665203,1.72542139074175,1.41061404442716,1.1270425296779,1.8853305334964
"cvrg_prob",0.556,0.212,0.556,0.924,0.868,0.696
