"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.746133325249314,0.193979193458642,0.127776052318553,0.0176444755071412
"RMSE",0.880243804755379,0.448832010975523,0.651781352021868,1.20793854989606
