"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.750052060713299,0.215615189387726,0.14697108770781,0.0308098905938431
"RMSE",0.771743425448858,0.250230701505718,0.212708532887888,0.185031972005283
"ENoRMSE",6.14442976486302,1.9922747894095,1.69353258818698,1.47317867409018
"cvrg_prob",0,0.272,0.58,0.912
