"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.0414863438485016,0.00355114272920886,0.0025915220569993,0.00522730418269003
"RMSE",0.273817214960828,0.245119729102026,0.244193047909016,0.248066900696093
