"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.0235923900429712,0.00870920202800179,0.00946982889077706,0.00805732223020427
"RMSE",0.103505430477515,0.134329228195336,0.129408492265083,0.143951624103841
