"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.0442851325343768,0.0101215234249167,0.0109345291180229,0.00858259452717886
"RMSE",0.0703021242531261,0.0533359307468182,0.05346677922574,0.0534631362788737
"ENoRMSE",0.559728078723532,0.424647453558566,0.425689236697964,0.425660232458448
"cvrg_prob",0.252,0.952,0.952,0.952
